Product Title,Old Price,New Price,Total Offers
"MSI Pulse GL76 17.3 Gaming Laptop: 17.3"" Thin Bezel FHD 144Hz IPS-Level display, Intel Core i7-12700H RTX 3070, 32GB DDR5  1TB PCIe SSD, WiFi AX RJ-45 HDMI RGB Gaming Keyboard, Win11",N/A,"$ 2,709.00",
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 64GB DDR4  1TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 11 Pro",N/A,"$ 2,679.00",
"HP OMEN 16t-k000 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.1"" 60Hz Full HD (1920x1080), NVIDIA RTX 3060, 32GB DDR5 4800MHz RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,690.00",32 Offers
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 64GB DDR4  4TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 10 Pro",N/A,"$ 2,979.00",
"MSI Pulse GL76 17.3 Gaming Laptop: 17.3"" Thin Bezel FHD 144Hz IPS-Level display, Intel Core i7-12700H RTX 3070, 16GB DDR5  2TB PCIe SSD, WiFi AX RJ-45 HDMI RGB Gaming Keyboard, Win11",N/A,"$ 2,679.00",
"HP Victus Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H Upto 4.7GHz, 32GB RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Pro",N/A,"$ 1,369.99",
"MSI Pulse GL76 17.3 Gaming Laptop: 17.3"" Thin Bezel FHD 144Hz IPS-Level display, Intel Core i7-12700H RTX 3070, 32GB DDR5  4TB PCIe SSD, WiFi AX RJ-45 HDMI RGB Gaming Keyboard, Win11",N/A,"$ 3,049.00",
"MSI Pulse GL66 15 Gaming Laptop, 12th Gen Intel i9-12900H 14 Cores, RTX 3060 6GB GDDR6, 15.6"" Full HD (1920 x 1080), 32GB DDR4  2TB PCIe SSD, Backlit KYB, HD Webcam Win11",N/A,"$ 2,669.00",
"MSI Stealth GS77 17.3 Ultra Thin Gaming Laptop, 17.3 QHD 240 Hz display, Intel Core i9-12900H RTX 3070 Ti, 64GB DDR4  1TB PCIe SSD,USB-Type C, Thunderbolt 4, RGB Backlit KYB, Win11 Pro",N/A,"$ 4,479.00",
"MSI Pulse GL76 17 Gaming Entertainment Laptop, 12th Gen Intel Core i7-12700H 14-Core, RTX 3070 8GB GDDR6, 17.3"" Full HD (1920x1080) 144Hz, 64GB DDR4  2TB PCIe SSD,Backlit KB Win11 Pro",N/A,"$ 2,929.00",
"MSI Pulse GL76 17 Gaming Laptop, 17.3"" 144Hz FHD, Intel i7-12700H 14-Core, RTX 3060 6GB, 32GB DDR4  4TB PCIe SSD, RGB Backlit KYB, WiFi 6, BT 5.2, HD Webcam, Windows 11 Pro",N/A,"$ 2,699.00",
"Dream Machines - 15.6"" 240Hz QHD Display - Intel Core i9 12th Gen 12900H (5.0 GHz) - NVIDIA RTX 3080Ti Laptop GPU - 64 GB DDR5 - 1TB M.2 SSD - Gaming laptop (RG3080Ti-15NA27)",N/A,"$ 2,709.99",
"MSI TITAN GT77 12UGS Gaming & Entertainment Laptop (Intel i7-12800HX 16-Core, 17.3"" 120Hz 4K Ultra HD (3840x2160), GeForce RTX 3070 Ti, 64GB DDR5 4000MHz RAM, Win 11 Pro)",N/A,"$ 9,149.00",
"MSI Katana GF76 12UE-026 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,559.00",60 Offers
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 32GB DDR4  512GB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 10 Pro",N/A,"$ 2,459.00",14 Offers
"MSI Vector GP76 12UE-17 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3060, 32GB RAM, 2x1TB PCIe SSD RAID 0  (2TB), Backlit KB, Wifi, USB 3.2, HDMI, Win 11 Home)",N/A,"$ 2,489.00",44 Offers
"MSI Katana GF66 12UE-603 15.6"" 144Hz FHD IPS Gaming Laptop (Intel i7-12700H 14-Core 2.70GHz, GeForce RTX 3060 6GB, 16GB RAM, 2x512GB PCIe SSD RAID 1  (512GB), Backlit KYB, WiFi 6, BT 5.2, Win10Pro)",N/A,"$ 1,469.99",62 Offers
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 32GB DDR4  1TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 10",N/A,"$ 2,159.00",
"MSI Pulse GL76 17 Gaming Entertainment Laptop, 12th Gen Intel Core i7-12700H 14-Core, RTX 3070 8GB GDDR6, 17.3"" Full HD (1920x1080) 144Hz, 32GB DDR4  2TB PCIe SSD,Backlit KB Win11",N/A,"$ 2,789.00",
"HP Pavilion 15 Laptop,12th Gen Intel 10 Cores i7-1255U Processor, 64GB DDR4  4TB PCIe SSD,15.6"" Full HD Display, 15.6"" FHD Display, WiFi 6, Bluetooth 5.2, Natural Silver, Win11 Pro",N/A,"$ 2,089.00",
"MSI Pulse GL76 17 Gaming Laptop, 17.3"" 144Hz FHD, Intel i7-12700H 14-Core, RTX 3060 6GB, 32GB DDR4  2TB PCIe SSD, RGB Backlit KYB, WiFi 6, BT 5.2, HD Webcam, Windows 11",N/A,"$ 2,469.00",
"MSI PULSE GL66 12UGKV-470CA 15.6"" 240 Hz Intel Core i9 12th Gen 12900H (2.50GHz) NVIDIA GeForce RTX 3070 Laptop GPU 16GB Memory 512 GB SSD Windows 11 Home Gaming Laptop MSI PULSE GL66 INTEL ADL/RTX307",N/A,"$ 2,099.99",
"MSI Stealth 15M Gaming & Entertainment Laptop, Intel Core i7-1260P, NVIDIA GeForce RTX 3060, 32GB DDR4  1TB PCIe SSD,  Windows 11 Pro, 15.6"" FHD 144Hz IPS Display, Wifi Backlit Keyboard, Win11 Pro",N/A,"$ 2,529.00",12 Offers
"ASUS TUF Dash 15 Gaming Laptop, 15.6 144Hz FHD Display, Intel Core i7-12650H, NVIDIA GeForce RTX 3060, 32GB DDR4  1TB PCIe SSD, Thunderbolt 4, Anti-Ghost Key Backlit Keyboard, Win11 Pro",N/A,"$ 2,039.00",
"MSI Pulse GL76 17 Gaming Entertainment Laptop, 12th Gen Intel Core i7-12700H 14-Core, RTX 3070 8GB GDDR6, 17.3"" Full HD (1920x1080) 144Hz, 64GB DDR4  512GB PCIe SSD,Backlit KB Win11 Pro",N/A,"$ 2,729.00",
"MSI Katana GF76 Gaming Laptop, 17.3"" 144Hz FHD display, Intel Core i7-12700H, NVIDIA GeForce RTX 3060, 32GB DDR4  512GB PCIe SSD,  Windows 11 Pro, Type-C USB 3.2 Gen 1, Cooler Boost 5, Win11 Pro",N/A,"$ 2,169.00",
"MSI Pulse GL66 15 Gaming Laptop: Intel Core i7-12700H, RTX 3070, 64GB DDR4  4TB PCIe SSD, Type-C USB 3.2 Gen 1, 15.6"" FHD 144Hz, Backlit Keyboard DTS Audio, RGB Keyboard, Cooler Boost 5, Win11",N/A,"$ 2,859.00",
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 64GB DDR4  1TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11 Pro",N/A,"$ 2,679.00",
"MSI Stealth GS77 17.3 Ultra Thin Gaming Laptop, 17.3 QHD 240 Hz display, Intel Core i9-12900H RTX 3070 Ti, 32GB DDR4  2TB PCIe SSD,USB-Type C, Thunderbolt 4, RGB Backlit KYB, Win11",N/A,"$ 4,449.00",
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 32GB DDR4  1TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11",N/A,"$ 2,549.00",
"MSI Titan GT77 17.3"" 4K UHD 120Hz Display Gaming Lapto: Up to 4.8GHz Intel Core i7-12800HX RTX 3070 Ti, 64GB DDR4  2TB PCIe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11",N/A,"$ 4,779.00",
"MSI Rainbow 6 Special EdiTion Crosshair15 Gaming Laptop, Intel Core i7-12700H RTX 3070, 64GB DDR4  1TB PCIe SSD, 15.6"" 2K Quad HD 2560x1440 QHD Display, RGB Backlit, Multi-Color Gradient, Win11",N/A,"$ 2,539.00",
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 64GB DDR4  1TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11",N/A,"$ 2,679.00",
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 64GB DDR4  4TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 10 Pro",N/A,"$ 2,979.00",
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 32GB DDR4  1TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 10 Pro",N/A,"$ 2,159.00",
"Dream Machines - 15.6"" 240Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA RTX 3070Ti Laptop GPU - 32 GB DDR5 - 1TB M.2 SSD - Gaming laptop (RG3070Ti-15NA21)",N/A,"$ 1,719.99",
"Dream Machines - 15.6"" OLED 4K UHD Display - Intel Core i7 12th Gen 12700H (4.70 GHz) - NVIDIA RTX 3070Ti Laptop GPU - 16 GB DDR4 - 1TB M.2 SSD - Gaming laptop (RS3070-15NA37)",N/A,"$ 1,719.99",
"Dream Machines - 15.6"" 240Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 4800MHz - 1TB M.2 SSD - Gaming laptop (RG3060-15NA52)",N/A,"$ 1,409.99",4 Offers
"MSI Vector GP76 12UE-17 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3060, 16GB RAM, 2x1TB PCIe SSD RAID 0  (2TB), Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 2,334.00",44 Offers
"MSI Raider GE66 -15 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 240Hz 2K Quad HD (2560x1440), GeForce RTX 3080 Ti, Win 11 Home) with Travel & Work Backpack",N/A,"$ 3,849.00",42 Offers
"MSI Pulse GL76 -17 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA RTX 3060, 16GB RAM, Win 10 Pro) with WD19S 180W Dock",N/A,"$ 2,419.00",62 Offers
"ASUS ROG Zephyrus M16 Gaming Laptop (Intel i7-12700H 14-Core, 16.0"" 165Hz Wide UXGA (1920x1200), NVIDIA GeForce RTX 3060, 16GB DDR5 4800MHz RAM, 2x512GB PCIe SSD RAID 1  (512GB), Win 11 Pro)",N/A,"$ 1,989.00",30 Offers
"MSI Katana GF76 Gaming Laptop, 17.3"" 144Hz FHD display, Intel Core i7-12700H, NVIDIA GeForce RTX 3060, 32GB DDR4  4TB PCIe SSD,  Windows 11 Pro, Type-C USB 3.2 Gen 1, Cooler Boost 5, Win11 Pro",N/A,"$ 2,609.00",
"MSI Vector GP76 12UE-17 Gaming Laptop (Intel i7-12700H 14-Core, 17.3"" 360Hz Full HD (1920x1080), NVIDIA RTX 3060, 16GB RAM, 1TB SSD, Backlit KB, Wifi, USB 3.2, HDMI, Win 11 Home) with WD19S 180W Dock",N/A,"$ 2,149.00",48 Offers
"MSI TITAN GT77 17.3"" 120Hz 4K UHD IPS Gaming Laptop (Intel i7-12800HX 16-Core, 32GB DDR5 RAM, 2x1TB PCIe SSD RAID 1  (1TB),GeForce RTX3070Ti 8GB,Per Key RGB Backlit KYB,FP,WiFi 6,BT,Webcam,W11P) w/H",N/A,"$ 3,349.00",18 Offers
"Lenovo Legion 5 82RB Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 15.6"" 165Hz 2K Quad HD (2560x1440), GeForce RTX 3060, 16GB DDR5 4800MHz RAM, 512GB SSD, Backlit KB, Wifi, Win 11 Home)",N/A,"$ 1,649.99",36 Offers
"MSI Raider GE66 12UGS Gaming Laptop (Intel i7-12700H 14-Core, 15.6"" 240Hz 2K Quad HD (2560x1440), GeForce RTX 3070 Ti, 32GB DDR5 4800MHz RAM, 1TB SSD, Backlit KB, Wifi, Win 11 Home) with Topload Bag",N/A,"$ 2,074.00",32 Offers
"ASUS ROG Strix SCAR 15 Gaming & Entertainment Laptop (Intel i9-12900H 14-Core, 15.6"" 240Hz 2K Quad HD (2560x1440), GeForce RTX 3080 Ti, 32GB DDR5 4800MHz RAM, Win 11 Pro)",N/A,"$ 3,749.00",16 Offers
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 16GB DDR4  512GB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 11",N/A,"$ 1,949.00",18 Offers
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 32GB DDR4  1TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 10",N/A,"$ 2,549.00",8 Offers
"Acer Nitro 5 15 Gaming Laptop, Intel Core i7-12700H , NVIDIA GeForce RTX 3060 Laptop GPU, 15.6"" FHD 144Hz 3ms IPS Display, 16GB DDR4  4TB PCIe SSD, RGB Keyboard, Wi-Fi 6, RGB Keyboard, Win11 Pro",N/A,"$ 2,309.00",
"ASUS TUF Dash 15 Thin Flagship Gaming Laptop, Intel 12th Core i7-12650H , NVIDIA GeForce RTX 3060, 40GB DDR5  1TB PCIe SSD, 15.6 FHD (1920 x 1080) Display, Backlit Keyboard Wifi, Win11 Pro",N/A,"$ 1,979.00",10 Offers
"ASUS ProArt Studiobook H7600ZX Home & Business Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 3840x2400, GeForce RTX 3080 Ti, 32GB DDR5 4800MHz RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 3,684.00",24 Offers
"MSI Rainbow 6 Special EdiTion Crosshair15 Gaming Laptop, Intel Core i7-12700H RTX 3070, 64GB DDR4  1TB PCIe SSD, 15.6"" 2K Quad HD 2560x1440 QHD Display, RGB Backlit, Multi-Color Gradient, Win11",N/A,"$ 2,539.00",
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 64GB DDR4  1TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11",N/A,"$ 2,679.00",
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 64GB DDR4  4TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 10 Pro",N/A,"$ 2,979.00",
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 32GB DDR4  1TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 10 Pro",N/A,"$ 2,159.00",
"Dream Machines - 15.6"" 240Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA RTX 3070Ti Laptop GPU - 32 GB DDR5 - 1TB M.2 SSD - Gaming laptop (RG3070Ti-15NA21)",N/A,"$ 1,719.99",
"Dream Machines - 15.6"" OLED 4K UHD Display - Intel Core i7 12th Gen 12700H (4.70 GHz) - NVIDIA RTX 3070Ti Laptop GPU - 16 GB DDR4 - 1TB M.2 SSD - Gaming laptop (RS3070-15NA37)",N/A,"$ 1,719.99",
"Dream Machines - 15.6"" 240Hz FHD Display - Intel Core i7 12th Gen 12700H (4.70GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 4800MHz - 1TB M.2 SSD - Gaming laptop (RG3060-15NA52)",N/A,"$ 1,409.99",4 Offers
"MSI Titan GT77 17.3"" 4K UHD 120Hz Display Gaming Lapto: Up to 4.8GHz Intel Core i7-12800HX RTX 3070 Ti, 32GB DDR4  4TB PCIe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11",N/A,"$ 4,899.00",
"Gigabyte AERO 16 XE5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), GeForce RTX 3070 Ti, 16GB DDR5 4800MHz RAM, 2x1TB PCIe SSD (2TB), Backlit KB, Win 11 Home)",N/A,"$ 1,749.00",78 Offers
"Gigabyte AERO 16 XE5 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.0"" 60Hz 4K (3840x2400), GeForce RTX 3070 Ti, 16GB DDR5 4800MHz RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,684.00",72 Offers
"HP OMEN 16t-k000 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 16.1"" 60Hz Full HD (1920x1080), NVIDIA RTX 3060, 32GB DDR5 4800MHz RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 1,840.00",36 Offers
"ASUS ROG Zephyrus GU603 Gaming & Entertainment Laptop (Intel i9-12900H 14-Core, 16.0"" 165Hz Wide QXGA (2560x1600), NVIDIA RTX 3070 Ti, 16GB DDR5 4800MHz RAM, Win 11 Home) with Voyager Backpack",N/A,"$ 2,610.00",30 Offers
"MSI Raider GE66-15 Gaming Laptop (Intel i9-12900HK 14-Core, 15.6"" 120Hz 4K Ultra HD (3840x2160), GeForce RTX 3080 Ti, 32GB DDR5 4800MHz RAM, Win 11 Home) with Microsoft 365 Personal , Hub",N/A,"$ 3,769.00",36 Offers
"ASUS TUF Dash 15 Gaming Laptop, 15.6 144Hz FHD Display, Intel Core i7-12650H, NVIDIA GeForce RTX 3060, 32GB DDR4  2TB PCIe SSD, Thunderbolt 4, Anti-Ghost Key Backlit Keyboard, Win11",N/A,"$ 2,129.00",
"MSI Sword 15 A12UE Gaming & Entertainment Laptop (Intel i7-12650H 10-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA GeForce RTX 3060, 16GB RAM, 2x1TB PCIe SSD RAID 0  (2TB), Win 11 Home)",N/A,"$ 1,750.00",44 Offers
"ASUS ROG Zephyrus GU603 Gaming & Entertainment Laptop (Intel i9-12900H 14-Core, 16.0"" 165Hz Wide QXGA (2560x1600), NVIDIA RTX 3070 Ti, 16GB DDR5 4800MHz RAM, Win 11 Home) with Voyager Backpack",N/A,"$ 2,610.00",44 Offers
"MSI Stealth 15M Gaming & Entertainment Laptop (Intel i7-1260P 12-Core, 15.6"" 144Hz Full HD (1920x1080), NVIDIA RTX 3060, 32GB RAM, 2TB PCIe SSD, Backlit KB, Wifi, USB 3.2, HDMI, Win 11 Pro)",N/A,"$ 2,589.00",30 Offers
"MSI Stealth GS77 17.3 Ultra Thin Gaming Laptop, 17.3 QHD 240 Hz display, Intel Core i9-12900H RTX 3070 Ti, 16GB DDR4  1TB PCIe SSD,USB-Type C, Thunderbolt 4, RGB Backlit KYB, Win11",N/A,"$ 4,239.00",14 Offers
"MSI Pulse GL76 -17 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 17.3"" 144Hz Full HD (1920x1080), NVIDIA RTX 3070, 16GB RAM, 512GB SSD, Win 11 Home) with Travel & Work Backpack",N/A,"$ 1,899.00",60 Offers
"MSI Rainbow 6 Special EdiTion Crosshair15 Gaming Laptop, Intel Core i7-12700H RTX 3070, 32GB DDR4  1TB PCIe SSD, 15.6"" 2K Quad HD 2560x1440 QHD Display, RGB Backlit, Multi-Color Gradient, Win11",N/A,"$ 2,449.00",
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 32GB DDR4  1TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 11 Pro",N/A,"$ 2,159.00",
"ASUS ROG Strix SCAR 15 Gaming & Entertainment Laptop (Intel i9-12900H 14-Core, 15.6"" 240Hz 2K Quad HD (2560x1440), GeForce RTX 3080 Ti, 32GB DDR5 4800MHz RAM, 1TB SSD, Backlit KB, Win 11 Pro)",N/A,"$ 3,559.00",16 Offers
"MSI TITAN GT77 17.3"" 120Hz 4K UHD IPS Gaming Laptop (Intel i7-12800HX 16-Core, 32GB DDR5 RAM, 1TB SSD,GeForce RTX3070Ti 8GB,Per Key RGB Backlit KYB,FP,WiFi 6,BT,Webcam,W11P) w/H",N/A,"$ 2,999.00",22 Offers
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 64GB DDR4  2TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11",N/A,"$ 2,779.00",
"MSI TITAN GT77 12UGS Gaming & Entertainment Laptop (Intel i7-12800HX 16-Core, 17.3"" 120Hz 4K Ultra HD (3840x2160), GeForce RTX 3070 Ti, Win 11 Pro) with Thunderbolt Dock WD19TBS",N/A,"$ 3,729.00",22 Offers
"Acer Predator Helios 300 Gaming Laptop, 17.3"" Full HD 144Hz 3ms IPS Display, 12th Gen Intel i7-12700H, 32GB DDR4  1TB PCIe SSD, GeForce RTX 3060 GPU, Backlit Keyboard, Bluetooth, Windows 11 Pro",N/A,"$ 2,549.00",
"MSI Rainbow 6 Special EdiTion Crosshair15 Gaming Laptop, Intel Core i7-12700H RTX 3070, 64GB DDR4  4TB PCIe SSD, 15.6"" 2K Quad HD 2560x1440 QHD Display, RGB Backlit, Multi-Color Gradient, Win11 Pro",N/A,"$ 2,859.00",
"[2022] HIDevolution MSI Stealth GS77 12UGS 17.3"" QHD 240Hz 3ms, 1.8 GHz i9-12900H, RTX 3070 Ti, 32 GB 4800MHz RAM, 4 TB PCIe SSD",N/A,"$ 3,309.00",
"ASUS TUF Dash Gaming Laptop, 15.6"" FHD Display, Intel Core i7-12650H 10 Core, NVIDIA GeForce RTX 3070, 32GB DDR5 RAM, 2TB SSD, 144Hz Refresh Rate, Backlit Keyboard, Thunderbolt, Windows 11 Home",N/A,"$ 1,699.99",4 Offers
"Acer Predator Helios 300 PH317-56-70XJ 17.3"" 144 Hz IPS Intel Core i7 12th Gen 12700H (2.30GHz) NVIDIA GeForce RTX 3060 Laptop GPU 16GB Memory 512GB PCIe Gen 4 SSD SSD Windows 11 Home Gaming Laptop",N/A,"$ 2,098.99",
"MSI Titan GT77 17.3"" 4K UHD 120Hz Display Gaming Lapto: Up to 4.8GHz Intel Core i7-12800HX RTX 3070 Ti, 32GB DDR4  2TB PCIe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11 Pro",N/A,"$ 4,649.00",
"Acer Nitro 5 15 Gaming Laptop, 15.6"" FHD 144Hz 3ms IPS Display, 12th Gen Intel Core i7-12700H 14-Cores, 32GB DDR4  2TB PCIe SSD, RGB Keyboard, Bluetooth 5.2, Wi-Fi 6E, Windows 11 Pro",N/A,"$ 2,259.00",
"ASUS ZenBook Pro Gaming Laptop, 16"" 4K OLED UHD Touch Display, Intel Core i9-12900H Upto 5.0GHz, 32GB RAM, 2TB NVMe SSD, RTX 3060, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 11 Pro (UX7602ZM-XB96T)",N/A,"$ 2,799.99",
"HP Victus Gaming Laptop 15.6 "" Full HD IPS 144Hz, 12th Gen Intel 8-Core i5-12450H, GeForce GTX 1650 4GB I 24GB DDR4  2TB PCIe SSD I USB-C HDMI Bluetooth, Backlit keyboard,Win11",N/A,"$ 1,429.00",
"Acer Nitro 5 15 Gaming Laptop, Intel Core i7-12700H , NVIDIA GeForce RTX 3060 Laptop GPU, 15.6"" FHD 144Hz 3ms IPS Display, 64GB DDR4  2TB PCIe SSD, RGB Keyboard, Wi-Fi 6, RGB Keyboard, Win11 Pro",N/A,"$ 2,299.00",
"ASUS VivoBook Pro Gaming Laptop, 16"" Display, Intel Core i7-12650H Upto 4.7GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, Thunderbolt, Windows 11 Home (N7600ZE-EB77)",N/A,"$ 1,399.99",
"MSI Titan GT77 17.3"" 4K UHD 120Hz Display Gaming Lapto: Up to 4.8GHz Intel Core i7-12800HX RTX 3070 Ti, 64GB DDR4  2TB PCIe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11 Pro",N/A,"$ 4,779.00",
"ASUS TUF Dash 15 Thin Flagship Gaming Laptop, Intel 12th Core i7-12650H , NVIDIA GeForce RTX 3060, 16GB DDR5  2TB PCIe SSD, 15.6 FHD (1920 x 1080) Display, Backlit Keyboard Wifi, Win11",N/A,"$ 1,949.00",
"MSI Pulse GL76 17.3 Gaming Laptop: 17.3"" Thin Bezel FHD 144Hz IPS-Level display, Intel Core i7-12700H RTX 3070, 16GB DDR5  512GB PCIe SSD, WiFi AX RJ-45 HDMI RGB Gaming Keyboard, Win11",N/A,"$ 2,509.00",
"Acer Nitro 5 15 Gaming Laptop, Intel Core i7-12700H , NVIDIA GeForce RTX 3060 Laptop GPU, 15.6"" FHD 144Hz 3ms IPS Display, 32GB DDR4  1TB PCIe SSD, RGB Keyboard, Wi-Fi 6, RGB Keyboard, Win11",N/A,"$ 2,089.00",
"GIGABYTE AORUS 15 Gaming Laptop, 15.6"" 165Hz 2K Quad HD (2560x1440), Intel i7-12700H 14-Core, 32GB DDR4  1TB PCIe SSD, NVIDIA RTX 3070 Ti 8GB GDDR6, RGB Backlit, Type-C, Windows 11 Pro",N/A,"$ 2,549.00",
"MSI Stealth GS77 17.3 Ultra Thin Gaming Laptop, 17.3 QHD 240 Hz display, Intel Core i9-12900H RTX 3070 Ti, 64GB DDR4  2TB PCIe SSD,USB-Type C, Thunderbolt 4, RGB Backlit KYB, Win11",N/A,"$ 4,579.00",
"MSI Titan GT77 17.3"" 4K UHD 120Hz Display Gaming Lapto: Up to 4.8GHz Intel Core i7-12800HX RTX 3070 Ti, 32GB DDR4  1TB PCIe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Titan, Win11 Pro",N/A,"$ 4,559.00",
"HP Victus Gaming Laptop 15.6 "" Full HD IPS 144Hz, 12th Gen Intel 8-Core i5-12450H, GeForce GTX 1650 4GB I 16GB DDR4  2TB PCIe SSD I USB-C HDMI Bluetooth, Backlit keyboard,Win11 Pro",N/A,"$ 1,889.00",
